OUT1 START	2002	0	0	0	0
OUT1 LP	2002	0	-3.031397	16.925589	-7.444919
OUT1 IP	2002	0	-3.031397	16.925589	-7.444919
OUT1 IP	2002	1	0.042770	0.247705	-0.120818
OUT1 IP	2002	2	-0.007288	0.261576	-0.160026
OUT1 IP	2002	3	-0.303991	0.083505	-0.129604
OUT1 IP	2002	4	0.193708	-0.186325	0.016340
OUT1 IP	2002	5	-0.739218	-0.470402	0.588176
OUT1 IP	2002	6	0.026325	-0.334055	0.062857
OUT1 JetStat	2002	1	0	0	0
OUT1 JET	2002	0	-2.995915	17.434869	-7.725762
OUT1 con	2002	0	1	0	0
OUT1 con	2002	0	0	0	0
OUT1 con	2002	0	2	0	0
OUT1 END	2002	0	0	0	0
