OUT1 START	4130	0	0	0	0
OUT1 LP	4130	0	-17.398390	10.650484	-13.086880
OUT1 IP	4130	0	-17.398390	10.650484	-13.086880
OUT1 IP	4130	1	-0.312920	0.051515	-0.113877
OUT1 IP	4130	2	-0.391799	0.684519	-0.648259
OUT1 IP	4130	3	0.619981	-0.117203	-0.294654
OUT1 IP	4130	4	1.363770	0.383532	-1.109454
OUT1 IP	4130	5	0.130899	0.336746	-0.243760
OUT1 IP	4130	6	0.655219	0.005288	-0.273812
OUT1 IP	4130	7	0.905287	0.421168	-0.871200
OUT1 IP	4130	8	0.150274	0.244856	0.087053
OUT1 JetStat	4130	1	0	0	0
OUT1 JET	4130	0	-18.103109	11.386519	-13.849015
OUT1 con	4130	0	2	0	0
OUT1 con	4130	0	0	0	0
OUT1 con	4130	0	1	0	0
OUT1 END	4130	0	0	0	0
