OUT1 START	2274	0	0	0	0
OUT1 LP	2274	0	24.515381	12.475000	-17.096136
OUT1 IP	2274	0	24.515381	12.475000	-17.096136
OUT1 IP	2274	1	-0.906455	-0.220287	-0.017876
OUT1 IP	2274	2	-0.601618	-0.481989	-0.160657
OUT1 IP	2274	3	-0.223284	-0.501848	0.032447
OUT1 IP	2274	4	-1.895230	-3.159778	-1.648847
OUT1 IP	2274	5	0.810523	-0.185069	-0.154856
OUT1 IP	2274	6	1.185937	0.662972	-0.966413
OUT1 IP	2274	7	0.944984	0.360864	-0.768543
OUT1 JetStat	2274	1	0	0	0
OUT1 JET	2274	0	26.646304	13.498836	-18.831092
OUT1 con	2274	0	7	0	0
OUT1 con	2274	0	0	0	0
OUT1 con	2274	0	6	0	0
OUT1 END	2274	0	0	0	0
