OUT1 START	2872	0	0	0	0
OUT1 LP	2872	0	15.799651	-5.755345	-5.052207
OUT1 IP	2872	0	-0.876311	-1.619557	-0.599536
OUT1 IP	2872	1	0.369344	-0.526759	0.411044
OUT1 IP	2872	2	0.541674	-0.306949	-0.098834
OUT1 IP	2872	3	0.664385	-0.219370	0.181438
OUT1 IP	2872	4	0.437016	-0.245332	-0.010996
OUT1 IP	2872	5	15.799651	-5.755345	-5.052207
OUT1 IP	2872	6	1.245684	-0.455555	-0.399642
OUT1 IP	2872	7	0.234982	-0.169993	0.079959
OUT1 IP	2872	8	-0.560661	-0.285480	0.069893
OUT1 IP	2872	9	-1.382084	-0.846426	0.394593
OUT1 IP	2872	10	0.004055	-0.675466	-0.220868
OUT1 IP	2872	11	0.334723	-0.288878	-0.238061
OUT1 IP	2872	12	6.034223	-2.308950	-2.454649
OUT1 IP	2872	13	0.379449	-0.007510	-0.053816
OUT1 IP	2872	14	-0.713054	0.435676	-0.456564
OUT1 IP	2872	15	0.254172	-0.086136	0.034384
OUT1 IP	2872	16	-0.137445	0.117929	-0.066155
OUT1 IP	2872	17	-1.833831	-1.294122	1.125046
OUT1 IP	2872	18	-0.304070	-0.415382	0.260334
OUT1 JetStat	2872	1	0	0	0
OUT1 JET	2872	0	25.690977	-9.674025	-8.092384
OUT1 con	2872	0	3	0	0
OUT1 con	2872	0	15	0	0
OUT1 con	2872	0	11	0	0
OUT1 con	2872	0	13	0	0
OUT1 con	2872	0	4	0	0
OUT1 con	2872	0	2	0	0
OUT1 con	2872	0	12	0	0
OUT1 con	2872	0	5	0	0
OUT1 con	2872	0	6	0	0
OUT1 END	2872	0	0	0	0
