OUT1 START	216	0	0	0	0
OUT1 LP	216	0	-16.635225	5.393619	-10.555328
OUT1 IP	216	0	-0.488097	2.583527	0.754512
OUT1 IP	216	1	-16.635225	5.393619	-10.555328
OUT1 IP	216	2	-0.006691	0.430643	-0.046502
OUT1 IP	216	3	-0.299982	1.372439	-0.135112
OUT1 IP	216	4	-0.143949	0.108075	-0.022164
OUT1 IP	216	5	0.120062	0.090575	0.054238
OUT1 IP	216	6	-4.063543	1.180422	-2.799457
OUT1 IP	216	7	-0.992968	0.275191	-0.732843
OUT1 IP	216	8	0.144319	-0.263603	-0.148019
OUT1 JetStat	216	1	0	0	0
OUT1 JET	216	0	-21.835685	6.957306	-14.109792
OUT1 con	216	0	4	0	0
OUT1 con	216	0	7	0	0
OUT1 con	216	0	1	0	0
OUT1 con	216	0	6	0	0
OUT1 END	216	0	0	0	0
