OUT1 START	3242	0	0	0	0
OUT1 LP	3242	0	-4.281161	-15.188120	0.470796
OUT1 IP	3242	0	0.363312	0.379045	0.153515
OUT1 IP	3242	1	-0.146844	1.642934	0.873018
OUT1 IP	3242	2	0.816437	-0.367711	-0.086494
OUT1 IP	3242	3	-4.281161	-15.188120	0.470796
OUT1 IP	3242	4	-0.709733	-1.663732	-0.009226
OUT1 IP	3242	5	0.037459	0.219729	0.067479
OUT1 IP	3242	6	-0.008835	0.190361	0.109846
OUT1 IP	3242	7	-0.527098	0.213889	0.063253
OUT1 IP	3242	8	0.158099	0.452755	-0.366845
OUT1 IP	3242	9	0.128907	0.250264	0.193990
OUT1 IP	3242	10	-0.719459	0.011521	-0.173769
OUT1 IP	3242	11	0.177854	0.133033	-0.173505
OUT1 IP	3242	12	-0.217247	0.853346	-0.574011
OUT1 IP	3242	13	-0.495354	-0.262139	-0.267166
OUT1 IP	3242	14	-0.721004	0.757644	0.244934
OUT1 IP	3242	15	0.296171	-0.386135	-0.040272
OUT1 IP	3242	16	-0.357186	0.046006	0.185240
OUT1 IP	3242	17	0.223402	-0.295806	0.268223
OUT1 IP	3242	18	0.286303	0.234962	0.191995
OUT1 IP	3242	19	0.453883	0.748857	0.744933
OUT1 IP	3242	20	1.002240	0.543264	0.110462
OUT1 IP	3242	21	0.953220	0.061817	-0.049873
OUT1 IP	3242	22	0.367149	0.362536	-0.188722
OUT1 IP	3242	23	0.689500	-0.154703	-0.133381
OUT1 IP	3242	24	0.161109	1.685063	0.275089
OUT1 IP	3242	25	-0.329585	0.265703	-0.028549
OUT1 IP	3242	26	0.164145	0.197840	0.009667
OUT1 IP	3242	27	0.266065	0.577047	0.152745
OUT1 IP	3242	28	2.019667	1.292150	1.070855
OUT1 IP	3242	29	0.246783	0.059216	0.099723
OUT1 IP	3242	30	2.362959	-0.540577	-0.312300
OUT1 IP	3242	31	0.762010	0.111017	0.003936
OUT1 IP	3242	32	0.415126	0.090121	0.153070
OUT1 IP	3242	33	0.070889	0.259512	-0.030011
OUT1 IP	3242	34	0.832588	0.508905	-0.396955
OUT1 IP	3242	35	0.057015	-0.142074	0.117480
OUT1 IP	3242	36	-0.125937	0.019918	-0.017671
OUT1 IP	3242	37	-0.527873	-0.459850	-0.375536
OUT1 IP	3242	38	-0.079023	-0.127429	0.116027
OUT1 IP	3242	39	0.185245	-0.078373	0.147216
OUT1 IP	3242	40	-0.161829	-0.310202	-0.158437
OUT1 JetStat	3242	1	0	0	0
OUT1 JET	3242	0	-5.152724	-17.162053	0.303134
OUT1 con	3242	0	40	0	0
OUT1 con	3242	0	3	0	0
OUT1 con	3242	0	4	0	0
OUT1 END	3242	0	0	0	0
