OUT1 START	2066	0	0	0	0
OUT1 LP	2066	0	1.613768	15.210871	8.237715
OUT1 IP	2066	0	0.350294	0.518588	-0.399286
OUT1 IP	2066	1	0.134767	-0.002372	-0.023140
OUT1 IP	2066	2	-0.042525	-0.181608	0.049878
OUT1 IP	2066	3	0.269743	5.620391	3.411316
OUT1 IP	2066	4	1.613768	15.210871	8.237715
OUT1 IP	2066	5	-0.023335	2.479879	0.381141
OUT1 IP	2066	6	0.129200	0.103179	-0.077937
OUT1 IP	2066	7	-0.092482	-0.011726	-0.051420
OUT1 IP	2066	8	-0.539458	-0.472514	0.237571
OUT1 IP	2066	9	0.275424	-0.284739	-0.022372
OUT1 IP	2066	10	-0.210426	-0.679565	0.548381
OUT1 IP	2066	11	-0.314505	0.476122	0.221868
OUT1 IP	2066	12	0.620863	0.325693	0.568994
OUT1 IP	2066	13	-0.187097	1.067960	0.399378
OUT1 IP	2066	14	-0.017911	-0.841143	-0.588463
OUT1 JetStat	2066	1	0	0	0
OUT1 JET	2066	0	1.673079	24.379100	12.429550
OUT1 con	2066	0	5	0	0
OUT1 con	2066	0	13	0	0
OUT1 con	2066	0	3	0	0
OUT1 con	2066	0	4	0	0
OUT1 END	2066	0	0	0	0
