OUT1 START	3451	0	0	0	0
OUT1 LP	3451	0	9.521556	-20.637331	-2.562916
OUT1 IP	3451	0	9.521556	-20.637331	-2.562916
OUT1 IP	3451	1	0.503469	-0.023560	-0.024943
OUT1 IP	3451	2	-3.668825	3.025549	-2.114730
OUT1 IP	3451	3	-6.682631	5.481689	-3.446224
OUT1 IP	3451	4	-12.347100	11.714441	-6.687597
OUT1 IP	3451	5	0.262510	-0.460606	0.022150
OUT1 IP	3451	6	0.345437	-0.154102	0.108493
OUT1 IP	3451	7	0.712756	0.527048	-0.033981
OUT1 IP	3451	8	0.704110	-0.485137	-0.429809
OUT1 IP	3451	9	0.197186	-0.816454	-0.392489
OUT1 IP	3451	10	3.101646	-0.488848	-0.466322
OUT1 IP	3451	11	2.738288	-0.377420	-1.507963
OUT1 IP	3451	12	-0.628005	0.910940	-0.730725
OUT1 IP	3451	13	-0.333347	0.076506	0.228430
OUT1 IP	3451	14	-2.108158	1.862836	-1.223952
OUT1 IP	3451	15	0.104818	-0.009013	-0.000497
OUT1 IP	3451	16	-0.540200	0.907073	-0.242016
OUT1 IP	3451	17	-0.558572	0.833824	0.091355
OUT1 IP	3451	18	-1.643708	1.563229	-0.581833
OUT1 IP	3451	19	-0.349414	0.257447	-0.301883
OUT1 IP	3451	20	-0.523341	0.600518	-0.364009
OUT1 IP	3451	21	-0.866504	1.005068	-0.146976
OUT1 IP	3451	22	0.175326	0.893802	0.381470
OUT1 JetStat	3451	2	2	0	0
OUT1 JET	3451	0	-29.916460	28.162618	-15.748591
OUT1 con	3451	0	17	0	0
OUT1 con	3451	0	16	0	0
OUT1 con	3451	0	12	0	0
OUT1 con	3451	0	21	0	0
OUT1 con	3451	0	19	0	0
OUT1 con	3451	0	18	0	0
OUT1 con	3451	0	20	0	0
OUT1 con	3451	0	2	0	0
OUT1 con	3451	0	3	0	0
OUT1 con	3451	0	4	0	0
OUT1 con	3451	0	14	0	0
OUT1 JET	3451	1	9.981251	-21.914389	-2.933256
OUT1 con	3451	1	9	0	0
OUT1 con	3451	1	0	0	0
OUT1 con	3451	1	5	0	0
OUT1 END	3451	0	0	0	0
