OUT1 START	3315	0	0	0	0
OUT1 LP	3315	0	13.687932	9.397317	2.868186
OUT1 IP	3315	0	13.687932	9.397317	2.868186
OUT1 IP	3315	1	0.836237	0.120264	0.354732
OUT1 IP	3315	2	0.389206	0.476966	-0.468614
OUT1 IP	3315	3	0.154089	0.306998	-0.137000
OUT1 IP	3315	4	0.461771	-1.629123	-1.333060
OUT1 IP	3315	5	0.227828	-0.109131	-0.081470
OUT1 IP	3315	6	0.733808	-1.000612	-0.215272
OUT1 JetStat	3315	1	0	0	0
OUT1 JET	3315	0	14.524170	9.517581	3.222918
OUT1 con	3315	0	0	0	0
OUT1 con	3315	0	1	0	0
OUT1 END	3315	0	0	0	0
