OUT1 START	834	0	0	0	0
OUT1 LP	834	0	12.819259	-14.053408	9.736431
OUT1 IP	834	0	1.363551	-2.542941	1.285779
OUT1 IP	834	1	0.769905	0.525626	0.060047
OUT1 IP	834	2	-2.131028	2.041514	1.384997
OUT1 IP	834	3	0.336547	0.059783	0.273460
OUT1 IP	834	4	0.328673	-1.287298	-0.310706
OUT1 IP	834	5	0.379932	-0.298789	-0.074550
OUT1 IP	834	6	-0.068730	0.004502	0.002876
OUT1 IP	834	7	-0.303311	-0.104359	0.078116
OUT1 IP	834	8	-0.249255	-0.222350	0.179471
OUT1 IP	834	9	0.798325	-0.847769	0.875809
OUT1 IP	834	10	12.819259	-14.053408	9.736431
OUT1 IP	834	11	2.229198	-2.072717	1.505277
OUT1 IP	834	12	0.116876	0.400144	0.117060
OUT1 IP	834	13	-1.547572	0.364320	1.000848
OUT1 IP	834	14	-1.053411	0.215450	-0.049607
OUT1 IP	834	15	-2.157427	1.422254	1.078991
OUT1 IP	834	16	-1.041870	0.906589	0.484277
OUT1 IP	834	17	-0.357367	0.215525	-0.028609
OUT1 IP	834	18	-0.183150	-0.414485	-0.306734
OUT1 IP	834	19	-0.051322	-1.064877	-0.378616
OUT1 IP	834	20	0.090017	-0.149390	0.047784
OUT1 IP	834	21	0.308923	-0.085356	0.093769
OUT1 IP	834	22	0.446664	0.163277	0.138172
OUT1 IP	834	23	0.330918	-0.035360	0.226082
OUT1 IP	834	24	0.081236	0.231004	0.185611
OUT1 IP	834	25	-0.782064	0.402406	0.460320
OUT1 IP	834	26	-0.046025	0.018010	-0.017971
OUT1 IP	834	27	-0.540936	0.955072	0.380184
OUT1 IP	834	28	-0.097532	0.563707	0.273355
OUT1 IP	834	29	-0.005788	-0.181098	0.029138
OUT1 JetStat	834	1	0	0	0
OUT1 JET	834	0	17.300349	-19.666225	13.451080
OUT1 con	834	0	20	0	0
OUT1 con	834	0	0	0	0
OUT1 con	834	0	9	0	0
OUT1 con	834	0	10	0	0
OUT1 con	834	0	11	0	0
OUT1 END	834	0	0	0	0
